timestamp,Q_demand_total_MW,Q_chp_MW,P_chp_el_MW,F_chp_gas_MW,Q_gasboiler_MW,F_gasboiler_MW,Q_biomass_MW,F_biomass_MW,Q_hp_total_MW,Q_hp_wrg_MW,Q_hp_def_MW,P_hp_el_MW,COP_hp_wrg,Q_ek_MW,P_ek_el_MW,Q_storage_charge_MW,Q_storage_discharge_MW,SOC_MWh,P_buy_MW,P_sell_MW,lambda_buy_eur_MWh,lambda_sell_eur_MWh,ef_grid_kg_MWh,T_supply_C,T_return_C,T_supply_farend_C,Q_loss_total_MW
2025-01-01 00:00:00,1.950027013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,1.6666666666666665,3.0000000000000004,0.0,0.0,7.924940997,0.0,257.74144217706,6.929824561403508,0.0,2.16,0.0,170.32,88.6,52.3,88.6,0.12503198999999962
2025-01-01 01:00:00,1.950027013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,1.6666666666666665,3.0000000000000004,0.0,0.0,7.924940997,0.0,265.4821102099023,6.929824561403508,0.0,2.16,0.0,170.32,88.6,52.3,88.6,0.12503198999999962
2025-01-01 02:00:00,1.950027013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,1.6666666666666665,3.0000000000000004,0.0,0.0,7.924940997,0.0,273.2220041759414,6.929824561403508,0.0,2.16,0.0,170.32,88.6,52.3,88.6,0.12503198999999962
2025-01-01 03:00:00,2.084809015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,1.6666666666666665,3.0000000000000004,0.0,0.0,7.7901589950000005,0.0,280.82903779062383,6.9298245614035086,0.0,-0.01,0.0,158.5,88.6,52.3,88.6,0.12503198999999962
2025-01-01 04:00:00,2.084809015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,1.6666666666666665,3.0000000000000004,0.0,0.0,7.7901589950000005,0.0,288.4353107019448,6.9298245614035086,0.0,-0.01,0.0,158.5,88.6,52.3,88.6,0.12503198999999962
2025-01-01 05:00:00,2.084809015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,1.6666666666666665,3.0000000000000004,0.0,0.0,7.7901589950000005,0.0,296.0408229859746,6.9298245614035086,0.0,-0.01,0.0,158.5,88.6,52.3,88.6,0.12503198999999962
2025-01-01 06:00:00,2.989543009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,1.6666666666666665,3.0000000000000004,0.0,0.0,6.885425001,0.0,302.75893540465603,6.9298245614035086,0.0,-0.09,0.0,144.63,88.6,52.3,88.6,0.12503198999999962
2025-01-01 07:00:00,2.989543009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,1.6666666666666665,3.0000000000000004,0.0,0.0,6.885425001,0.0,309.47637601209556,6.9298245614035086,0.0,-0.09,0.0,144.63,88.6,52.3,88.6,0.12503198999999962
2025-01-01 08:00:00,2.989543009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,1.6666666666666665,3.0000000000000004,0.0,0.0,6.885425001,0.0,316.1931448754744,6.9298245614035086,0.0,-0.09,0.0,144.63,88.6,52.3,88.6,0.12503198999999962
2025-01-01 09:00:00,2.404593022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,1.6666666666666665,3.0000000000000004,0.0,0.0,7.470374988,0.0,323.48249304922683,6.9298245614035086,0.0,-0.04,0.0,122.96,88.6,52.3,88.6,0.12503198999999962
